feo_cohort,segment,enrol_status,click_cohort,imp_source,product_name,enrols,impression_count,click_count,payout,conversion_count
2025-10-13,NS2 & all CS,Enrolled,4. Longtail,4. DASHBOARD,personal_loans,12498,244,47,68.026845,31
2025-10-20,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,auto_insurance,12600,1635,1,,0
2026-01-19,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,personal_loans,13410,1349,246,128.16466499999996,62
2025-10-20,NS2 & all CS,Enrolled,1. W1,9. COMMS,current,12600,36,36,6.8175,1
2025-10-20,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,super_money,12600,5,0,,0
2026-01-19,NS2 & all CS,Enrolled,1. W1,9. COMMS,current,13410,64,64,13.635,2
2025-10-20,NS2 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,free_cash,12600,79,70,105.0,15
2025-10-13,NS2 & all CS,Enrolled,1. W1,3. FUNNEL_THREE,current,12498,96,36,13.635,2
2025-10-13,NS2 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,free_cash,12498,1097,19,14.0,2
2025-10-20,NS2 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,ndr,12600,1063,6,,0
2026-01-19,NS2 & all CS,Enrolled,3. M3,9. COMMS,personal_loans,13410,3,3,,0
2026-01-19,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,lending_for_bad_credit,13410,646,4,2.9699999999999998,3
2025-10-13,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,current,12498,2604,267,156.80249999999995,23
2026-01-19,NS2 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,free_cash,13410,101,95,119.0,17
2026-03-16,NS2 & all CS,Enrolled,1. W1,9. COMMS,current,8767,58,58,6.8175,1
2026-01-19,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,personal_loans,13410,409,36,38.189235,17
2025-10-13,NS2 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,credit_card_omf,12498,32,30,,0
2025-10-13,NS2 & all CS,Enrolled,2. W2-W4,9. COMMS,current,12498,1,1,,0
2025-10-13,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,cash_advance,12498,2604,389,228.0,8
2025-10-13,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,ndr,12498,2603,69,,0
2025-10-20,NS2 & all CS,Enrolled,2. W2-W4,9. COMMS,current,12600,1,1,,0
2025-10-13,NS2 & all CS,Enrolled,4. Longtail,7. AI_ASSISTANT,free_cash,12498,9,8,,0
2026-01-19,NS2 & all CS,Enrolled,3. M3,7. AI_ASSISTANT,credit_card_omf,13410,2,2,,0
2026-01-19,NS2 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,kashkick,13410,2,2,,0
2026-01-19,NS2 & all CS,Enrolled,2. W2-W4,9. COMMS,current,13410,1,1,,0
2026-01-19,NS2 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,credit_card_omf,13410,13,12,,0
2025-10-20,NS2 & all CS,Enrolled,4. Longtail,1. FUNNEL,kashkick,12600,17,4,,0
2025-10-13,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,auto_insurance,12498,625,1,,0
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,9. COMMS,personal_loans,8767,7,7,1.5255,2
2026-03-16,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,ndr,8767,6092,37,,0
2026-01-19,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,current,13410,2332,271,238.61249999999993,35
2025-10-20,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,cash_advance,12600,2655,396,513.0,18
2025-10-20,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,amone_step_card,12600,169,3,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,personal_loans,8767,7,7,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,current,8767,977,926,586.3049999999997,86
2026-01-19,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,5kfunds,13410,556,2,0.6,1
2025-10-13,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,free_cash,12498,5,0,,0
2025-10-13,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,auto_insurance,12498,1604,1,,0
2025-10-13,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,kashkick_engine,12498,10,0,,0
2025-10-20,NS2 & all CS,Enrolled,4. Longtail,7. AI_ASSISTANT,current,12600,332,308,177.25499999999994,26
2026-03-16,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,personal_loans,8767,729,332,429.9108,67
2026-01-19,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,auto_insurance,13410,694,0,,0
2025-10-20,NS2 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,cash_advance,12600,2,2,,0
2026-01-19,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,free_cash,13410,2332,50,42.0,6
2025-10-20,NS2 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,engine_credit_card,12600,1,1,,0
2025-10-20,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,kashkick,12600,1614,511,10.0,2
2026-01-19,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,personal_loans,13410,530,51,30.077025,16
2026-01-19,NS2 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,engine_credit_card,13410,26,3,,0
2025-10-13,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,brigit,12498,2604,673,440.0,22
2025-10-13,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,kashkick,12498,7007,178,25.0,5
2025-10-20,NS2 & all CS,Enrolled,4. Longtail,3. FUNNEL_THREE,current,12600,3,1,,0
2025-10-13,NS2 & all CS,Enrolled,1. W1,9. COMMS,debt_relief,12498,95,95,,0
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,ndr,8767,794,6,,0
2026-01-19,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,my_lending_wallet,13410,646,12,4.095000000000001,4
2025-10-20,NS2 & all CS,Enrolled,3. M3,4. DASHBOARD,personal_loans,12600,586,89,153.13048499999994,48
2025-10-20,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,personal_loans,12600,5,1,,0
2026-01-19,NS2 & all CS,Enrolled,1. W1,9. COMMS,debt_relief,13410,158,158,,0
2025-10-13,NS2 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,brigit,12498,1097,193,120.0,6
2025-10-13,NS2 & all CS,Enrolled,4. Longtail,1. FUNNEL,kashkick,12498,22,5,,0
2026-01-19,NS2 & all CS,Enrolled,2. W2-W4,3. FUNNEL_THREE,current,13410,147,67,47.722500000000004,7
2025-10-20,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,auto_insurance,12600,638,1,,0
2025-10-20,NS2 & all CS,Enrolled,4. Longtail,7. AI_ASSISTANT,personal_loans,12600,2,2,2.9227499999999997,2
2025-10-20,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,personal_loans,12600,3,1,1.99773,1
2025-10-20,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,debt_relief,12600,2654,25,,0
2025-10-20,NS2 & all CS,Enrolled,2. W2-W4,9. COMMS,personal_loans,12600,38,38,28.526249999999997,10
2025-10-20,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,cash_advance,12600,1,0,,0
2025-10-20,NS2 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,current,12600,1653,1550,1070.3474999999994,157
2026-01-19,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,personal_loans,13410,533,240,38.307195,31
2026-03-16,NS2 & all CS,Enrolled,1. W1,9. COMMS,kashkick,8767,142,142,105.0,7
2025-10-20,NS2 & all CS,Enrolled,3. M3,9. COMMS,personal_loans,12600,3,3,,0
2025-10-20,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,brigit,12600,2815,518,220.0,11
2026-01-19,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,brigit,13410,3278,551,220.0,11
2025-10-20,NS2 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,cash_advance,12600,1063,78,26.25,1
2025-10-13,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,debt_relief,12498,2781,35,,0
2025-10-20,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,personal_loans,12600,362,43,13.695375,12
2026-01-19,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,engine_credit_card,13410,694,23,,0
2026-01-19,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,auto_insurance,13410,793,1,,0
2025-10-20,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,cash_advance,12600,1,0,,0
2025-10-20,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,engine_credit_card,12600,1,0,,0
2025-10-13,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,current,12498,2781,258,149.98499999999996,22
2026-03-16,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,pre_qual_cc,8767,13,0,,0
2026-01-19,NS2 & all CS,Enrolled,3. M3,7. AI_ASSISTANT,kashkick,13410,2,2,,0
2025-10-13,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,brigit,12498,2781,529,300.0,15
2025-10-13,NS2 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,current,12498,851,784,422.6849999999998,62
2025-10-13,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,brigit,12498,7007,1645,720.0,36
2026-01-19,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,current,13410,7156,585,449.9549999999998,66
2026-03-16,NS2 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,free_cash,8767,39,37,63.0,9
2025-10-20,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,cleo,12600,3,0,,0
2026-01-19,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,amone_step_card,13410,408,14,,0
2026-01-19,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,debt_relief,13410,7156,60,,0
2025-10-13,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,kashkick_engine,12498,1,0,,0
2025-10-20,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,cash_advance,12600,2815,386,570.0,20
2025-10-13,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,lending_for_bad_credit,12498,133,1,,0
2025-10-20,NS2 & all CS,Enrolled,3. M3,7. AI_ASSISTANT,kashkick,12600,1,1,,0
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,3. FUNNEL_THREE,current,8767,28,8,6.8175,1
2025-10-20,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,cash_advance,12600,4,1,,0
2025-10-13,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,personal_loans,12498,844,143,160.3727250000001,32
2025-10-20,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,ndr,12600,2654,54,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,cash_advance,8767,6092,579,682.5,26
2025-10-20,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,engine_credit_card,12600,175,3,,0
2025-10-20,NS2 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,amone_kovo_card,12600,189,0,,0
2025-10-13,NS2 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,personal_loans,12498,205,14,6.9201,5
2025-10-20,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,ndr,12600,7074,256,,0
2026-01-19,NS2 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,current,13410,711,272,102.26249999999999,15
2025-10-13,NS2 & all CS,Enrolled,4. Longtail,2. FUNNEL_TWO,current,12498,167,86,34.0875,5
2025-10-13,NS2 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,debt_relief,12498,18,17,,0
2025-10-20,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,lending_for_bad_credit,12600,160,2,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,my_lending_wallet,8767,105,4,2.3925,2
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,earnin,7135,239,6,,0
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,2. FUNNEL_TWO,current,7135,106,58,13.635,2
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,debt_relief,7135,6,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,cleo,7135,69,11,,0
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,brigit,7135,2,1,,0
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,debt_relief,7135,5,4,,0
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,auto_insurance,7135,4,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,debt_relief,7135,1387,26,,0
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,cash_advance,7135,1608,126,199.5,7
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,auto_insurance,7135,42,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,current,7135,222,207,109.07999999999998,16
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,brigit,7135,4102,1509,1460.0,73
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,9. COMMS,personal_loans,7135,504,504,920.0654039999996,75
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,free_cash,7135,1387,70,60.86,12
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,ndr,7135,272,16,,0
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,7. AI_ASSISTANT,current,7135,254,242,190.88999999999993,28
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,1. FUNNEL,cash_advance,7135,5,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,cleo,7135,295,51,,0
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,current,7135,1782,173,190.88999999999996,28
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,personal_loans,7135,2135,320,1016.3487,105
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,engine_credit_card,7135,23,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,cash_advance,7135,6,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,kashkick,7135,1387,33,33.0,7
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,super_money,7135,2,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,amone_kovo_card,7135,23,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,personal_loans,7135,1506,131,244.30479,34
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,current,7135,4397,496,613.5749999999997,90
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,debt_relief,7135,1090,10,,0
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,9. COMMS,personal_loans,7135,1,1,2.1675,1
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,9. COMMS,kashkick,7135,4,4,3.0,1
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,current,7135,347,163,81.81,12
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,7. AI_ASSISTANT,kashkick,7135,1,1,,0
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,7. AI_ASSISTANT,free_cash,7135,8,7,21.0,3
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,free_cash,7135,3,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,personal_loans,7135,23,23,11.803799999999999,10
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,personal_loans,7135,1187,121,588.86715,59
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,1. FUNNEL,kashkick,7135,101,31,3.0,1
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,brigit,7135,1676,492,260.0,13
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,personal_loans,7135,946,84,776.1739800000001,54
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,1. FUNNEL,debt_relief,7135,5,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,cleo,7135,14,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,personal_loans,7135,5235,1779,3845.1303525000008,456
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,9. COMMS,kashkick,7135,86,86,18.0,6
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,brigit,7135,3,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,earnin,7135,45,1,,0
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,1. FUNNEL,super_money,7135,3,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,debt_relief,7135,4397,107,97.6839,2
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,1. FUNNEL,personal_loans,7135,15,6,3.6747,2
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,kashkick,7135,13,13,6.0,2
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,lending_for_bad_credit,7135,19,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,cash_advance,7135,8,6,,0
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,brigit,7135,1084,246,160.0,8
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,1. FUNNEL,kashkick,7135,67,8,,0
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,kashkick,7135,3,1,,0
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,5kfunds,7135,19,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,4. DASHBOARD,personal_loans,7135,1250,271,766.1344649999999,170
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,debt_relief,7135,1,1,,0
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,free_cash,7135,4397,155,184.32000000000008,36
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,kashkick,7135,65,55,39.0,13
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,cash_advance,7135,1082,113,28.5,1
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,personal_loans,7135,339,151,45.231629999999996,24
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,current,7135,182,105,34.0875,5
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,super_money,7135,4397,204,31.8,3
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,current,7135,431,402,327.2399999999999,48
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,super_money,7135,5,5,,0
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,amone_step_card,7135,23,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,9. COMMS,current,7135,37,37,6.8175,1
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,9. COMMS,debt_relief,7135,50,50,,0
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,9. COMMS,debt_relief,7135,1,1,,0
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,7. AI_ASSISTANT,kashkick,7135,8,8,3.0,1
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,brigit,7135,1318,508,280.0,14
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,earnin,7135,453,16,90.0,1
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,1. FUNNEL,cash_advance,7135,2,1,,0
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,personal_loans,7135,156,153,340.68877499999996,42
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,ndr,7135,245,5,,0
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,7. AI_ASSISTANT,personal_loans,7135,27,27,201.70482000000004,24
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,my_lending_wallet,7135,19,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,free_cash,7135,1090,43,49.0,7
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,current,7135,1387,196,163.61999999999998,24
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,cleo,7135,106,16,,0
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,7. AI_ASSISTANT,debt_relief,7135,2,2,,0
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,ndr,7135,158,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,1. FUNNEL,super_money,7135,1,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,debt_relief,7135,1782,23,,0
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,1. FUNNEL,free_cash,7135,1,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,super_money,7135,3,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,9. COMMS,personal_loans,7135,35,35,13.720199999999998,7
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,1. FUNNEL,personal_loans,7135,4,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,cash_advance,7135,2,2,,0
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,1. FUNNEL,free_cash,7135,3,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,cash_advance,7135,4102,303,655.5,23
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,ndr,7135,987,16,,0
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,super_money,7135,250,13,,0
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,cash_advance,7135,1,1,,0
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,9. COMMS,current,7135,1,1,,0
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,current,7135,6278,3407,1568.025000000002,230
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,cash_advance,7135,1258,159,142.5,5
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,super_money,7135,1345,51,9.0,1
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,earnin,7135,351,13,82.5,1
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,current,7135,1090,195,143.1675,21
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,1. FUNNEL,debt_relief,7135,2,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,3. M3,7. AI_ASSISTANT,current,7135,248,227,122.715,18
2025-07-07,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,personal_loans,7135,3791,671,2239.3706324999994,163
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,free_cash,7135,2,0,,0
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,kashkick,7135,1782,39,30.0,10
2025-07-07,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,kashkick,7135,1090,17,6.0,2
2025-07-07,NS1/3 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,kashkick,7135,34,10,,0
2025-06-30,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,kashkick,11468,2248,58,36.0,12
2025-06-30,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,cash_advance,11468,5,1,,0
2025-09-08,NS2 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,amone_kovo_card,9023,185,1,,0
2025-06-30,NS2 & all CS,Enrolled,4. Longtail,9. COMMS,kashkick,11468,2,2,,0
2025-09-08,NS2 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,free_cash,9023,53,49,84.0,12
2025-09-08,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,free_cash,9023,1837,125,126.0,18
2025-09-08,NS2 & all CS,Enrolled,4. Longtail,1. FUNNEL,super_money,9023,1,0,,0
2025-09-08,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,auto_insurance,9023,399,0,,0
2025-06-30,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,cleo,11468,532,102,56.25,5
2025-06-30,NS2 & all CS,Enrolled,4. Longtail,1. FUNNEL,kashkick,11468,112,31,,0
2025-06-30,NS2 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,super_money,11468,5,5,,0
2025-09-08,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,debt_relief,9023,5,1,,0
2025-09-08,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,debt_relief,9023,1837,19,22.83375,1
2025-09-08,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,cash_advance,9023,5,0,,0
2025-06-30,NS2 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,free_cash,11468,1449,73,97.74000000000001,15
2025-09-08,NS2 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,free_cash,9023,147,138,196.0,28
2025-09-08,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,ndr,9023,1837,71,,0
2025-09-08,NS2 & all CS,Enrolled,1. W1,9. COMMS,debt_relief,9023,58,58,,0
