feo_cohort,segment,enrol_status,click_cohort,imp_source,unified_Lender,enrols,impression_count,click_count,payout,conversion_count
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,OppLoans,6669,501,87,495.0,3
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Instacash,6669,74,11,45.375,11
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,NetCredit,6669,84,17,363.6864,2
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,5KFunds,6669,220,71,78.06375,64
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Lending For Bad Credit,6669,261,63,102.45974999999999,55
2026-02-02,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,Lending For Bad Credit,6669,83,13,16.78725,10
2026-02-02,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,5KFunds,6669,74,10,6.78375,6
2026-02-02,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,Instacash,6669,24,9,28.875,10
2026-02-02,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,OppLoans,6669,218,30,495.0,3
2026-02-02,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,others,6669,314,43,237.495,11
2026-02-02,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,NetCredit,6669,35,2,,0
2026-02-02,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,Debt Advisor,6669,105,8,10.41,7
2026-02-02,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,OppLoans,6669,113,12,,0
2026-02-02,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,others,6669,116,21,,0
2026-02-02,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,NetCredit,6669,16,3,,0
2026-02-02,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,Lending For Bad Credit,6669,5,2,3.807,2
2026-02-02,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,5KFunds,6669,41,10,0.74925,1
2026-02-02,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,Debt Advisor,6669,21,2,,0
2026-02-02,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,Instacash,6669,1,0,,0
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,Instacash,6669,25,6,25.875,7
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,Debt Advisor,6669,76,17,29.07,16
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,NetCredit,6669,6,2,,0
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,others,6669,169,60,170.78475,10
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,5KFunds,6669,50,29,21.1545,21
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,Lending For Bad Credit,6669,60,27,40.54725,24
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,OppLoans,6669,46,26,,0
2026-02-02,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,Debt Advisor,6669,19,2,1.3125,1
2026-02-02,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,5KFunds,6669,15,8,7.08075,7
2026-02-02,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,NetCredit,6669,4,1,,0
2026-02-02,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,Instacash,6669,5,2,3.0,2
2026-02-02,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,OppLoans,6669,9,5,,0
2026-02-02,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,others,6669,46,16,34.869839999999996,8
2026-02-02,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,Lending For Bad Credit,6669,14,7,8.67375,6
2026-02-02,NS1/3 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,5KFunds,6669,3,3,,0
2026-02-02,NS1/3 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,others,6669,3,1,,0
2026-02-02,NS1/3 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,OppLoans,6669,1,0,,0
2026-02-02,NS1/3 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,Debt Advisor,6669,2,0,,0
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,7. LOAN_AGENT,OppLoans,6669,2,0,,0
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,7. LOAN_AGENT,NetCredit,6669,1,0,,0
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,7. LOAN_AGENT,others,6669,2,1,,0
2026-02-02,NS1/3 & all CS,Not Enrolled,1. W1,,Instacash,6669,0,0,30.0,2
2026-02-02,NS1/3 & all CS,Not Enrolled,1. W1,,others,6669,0,0,356.65319999999997,8
2026-02-02,NS1/3 & all CS,Not Enrolled,1. W1,,OppLoans,6669,0,0,,0
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,,Instacash,6669,0,0,,0
2026-02-02,NS1/3 & all CS,Not Enrolled,1. W1,,5KFunds,6669,0,0,,0
2026-02-02,NS1/3 & all CS,Not Enrolled,1. W1,,Debt Advisor,6669,0,0,,0
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,,NetCredit,6669,0,0,,0
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,,others,6669,0,0,716.67,2
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,,Debt Advisor,6669,0,0,,0
2026-02-02,NS1/3 & all CS,Not Enrolled,1. W1,,Lending For Bad Credit,6669,0,0,15.0,1
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,,OppLoans,6669,0,0,,0
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,,Lending For Bad Credit,6669,0,0,,0
2026-02-02,NS1/3 & all CS,Enrolled,1. W1,,5KFunds,6669,0,0,,0
2026-02-02,NS1/3 & all CS,Not Enrolled,1. W1,,NetCredit,6669,0,0,181.8432,1
2026-01-26,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,5KFunds,14594,149,51,34.68150000000001,29
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,OppLoans,14594,253,50,,0
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,5KFunds,14594,178,56,89.33624999999998,63
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,Instacash,14594,49,12,19.5,12
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,NetCredit,14594,27,7,,0
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,Lending For Bad Credit,14594,165,43,72.03599999999999,47
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,Debt Advisor,14594,178,11,20.384999999999998,11
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,others,14594,538,107,99.72374999999998,30
2026-01-26,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,5KFunds,14594,596,185,227.72925000000004,164
2026-01-26,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,NetCredit,14594,47,14,,0
2026-01-26,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,others,14594,1696,368,449.904555,77
2026-01-26,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Lending For Bad Credit,14594,656,164,265.02824999999996,152
2026-01-26,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,OppLoans,14594,431,117,,0
2026-01-26,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Instacash,14594,213,50,118.875,48
2026-01-26,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Debt Advisor,14594,642,74,134.60999999999999,71
2026-01-26,NS2 & all CS,Enrolled,3. M3,4. DASHBOARD,Lending For Bad Credit,14594,12,2,5.3055,3
2026-01-26,NS2 & all CS,Enrolled,3. M3,4. DASHBOARD,5KFunds,14594,359,115,65.16450000000003,52
2026-01-26,NS2 & all CS,Enrolled,3. M3,4. DASHBOARD,NetCredit,14594,5,2,,0
2026-01-26,NS2 & all CS,Enrolled,3. M3,4. DASHBOARD,Debt Advisor,14594,87,6,1.4625,1
2026-01-26,NS2 & all CS,Enrolled,3. M3,4. DASHBOARD,Instacash,14594,10,0,,0
2026-01-26,NS2 & all CS,Enrolled,3. M3,4. DASHBOARD,others,14594,453,113,47.25450000000001,9
2026-01-26,NS2 & all CS,Enrolled,3. M3,4. DASHBOARD,OppLoans,14594,54,37,,0
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,Lending For Bad Credit,14594,164,33,54.41175,36
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,NetCredit,14594,9,4,,0
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,others,14594,479,95,74.6415,19
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,5KFunds,14594,211,57,56.308500000000016,47
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,Debt Advisor,14594,179,13,35.235,13
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,OppLoans,14594,63,35,,0
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,Instacash,14594,50,13,76.875,15
2026-01-26,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,OppLoans,14594,181,98,,0
2026-01-26,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,Debt Advisor,14594,569,60,85.67249999999999,51
2026-01-26,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,5KFunds,14594,514,138,152.92125,115
2026-01-26,NS2 & all CS,Not Enrolled,1. W1,,Instacash,14594,0,0,30.0,2
2026-01-26,NS2 & all CS,Enrolled,1. W1,,Lending For Bad Credit,14594,0,0,,0
2026-01-26,NS2 & all CS,Enrolled,1. W1,,NetCredit,14594,0,0,,0
2026-01-26,NS2 & all CS,Not Enrolled,1. W1,,OppLoans,14594,0,0,181.8432,1
2026-01-26,NS2 & all CS,Not Enrolled,1. W1,,5KFunds,14594,0,0,,0
2026-01-26,NS2 & all CS,Enrolled,1. W1,,Instacash,14594,0,0,,0
2026-01-26,NS2 & all CS,Not Enrolled,1. W1,,Debt Advisor,14594,0,0,,0
2026-01-26,NS2 & all CS,Enrolled,1. W1,,OppLoans,14594,0,0,,0
2026-01-26,NS2 & all CS,Not Enrolled,1. W1,,NetCredit,14594,0,0,,0
2026-01-26,NS2 & all CS,Not Enrolled,1. W1,,Lending For Bad Credit,14594,0,0,30.0,2
2026-01-26,NS2 & all CS,Enrolled,1. W1,,5KFunds,14594,0,0,,0
2026-01-26,NS2 & all CS,Enrolled,1. W1,,Debt Advisor,14594,0,0,,0
2026-01-26,NS2 & all CS,Not Enrolled,1. W1,,others,14594,0,0,158.639568,2
2026-01-26,NS2 & all CS,Enrolled,1. W1,,others,14594,0,0,15.0,1
2026-01-26,NS2 & all CS,Enrolled,3. M3,7. LOAN_AGENT,others,14594,1,0,,0
2026-01-26,NS2 & all CS,Enrolled,1. W1,7. LOAN_AGENT,OppLoans,14594,2,0,,0
2026-01-26,NS2 & all CS,Enrolled,1. W1,7. LOAN_AGENT,others,14594,4,1,,0
2026-01-26,NS2 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,others,14594,10,3,,0
2026-01-26,NS2 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,5KFunds,14594,7,4,1.03275,1
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,Debt Advisor,14594,28,5,6.525,4
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,Instacash,14594,6,1,1.875,1
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,others,14594,63,22,37.967999999999996,7
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,OppLoans,14594,11,6,,0
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,NetCredit,14594,1,1,,0
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,Lending For Bad Credit,14594,23,13,28.052999999999997,16
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,5KFunds,14594,25,9,12.65625,9
2026-01-26,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,others,14594,316,105,168.565935,31
2026-01-26,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,5KFunds,14594,104,43,41.87700000000002,36
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,Debt Advisor,14594,221,5,10.77,5
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,Instacash,14594,72,6,25.5,7
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,NetCredit,14594,9,2,,0
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,Lending For Bad Credit,14594,217,47,77.57775,53
2026-01-26,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,NetCredit,14594,5,1,,0
2026-01-26,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,Debt Advisor,14594,41,4,,0
2026-01-26,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,OppLoans,14594,38,14,,0
2026-01-26,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,Lending For Bad Credit,14594,6,0,,0
2026-01-26,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,others,14594,225,46,36.750164999999996,3
2026-01-26,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,5KFunds,14594,157,29,13.6485,12
2026-01-26,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,Instacash,14594,8,2,3.375,2
2026-01-26,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,5KFunds,14594,62,8,11.27925,8
2026-01-26,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Lending For Bad Credit,14594,60,7,10.99575,7
2026-01-26,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Instacash,14594,31,9,31.5,10
2026-01-26,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Debt Advisor,14594,93,2,18.8625,3
2026-01-26,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,others,14594,1248,108,192.531825,22
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,others,14594,95,6,,0
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,Lending For Bad Credit,14594,5,2,3.5505,2
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,Instacash,14594,2,0,,0
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,Debt Advisor,14594,8,0,,0
2026-01-26,NS2 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,Lending For Bad Credit,14594,2,0,,0
2026-01-26,NS2 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,Instacash,14594,2,0,,0
2026-01-26,NS2 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,Debt Advisor,14594,3,0,,0
2026-01-26,NS2 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,5KFunds,14594,15,1,1.03275,1
2026-01-26,NS2 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,others,14594,41,6,,0
2026-01-26,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,Lending For Bad Credit,14594,562,147,234.4440000000001,132
2026-01-26,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,others,14594,1393,322,517.63266,79
2026-01-26,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,Instacash,14594,204,61,120.0,58
2026-01-26,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,NetCredit,14594,28,12,13.5,1
2026-01-26,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,OppLoans,14594,186,25,,0
2026-01-26,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,Debt Advisor,14594,29,5,,0
2026-01-26,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,Instacash,14594,6,2,1.125,1
2026-01-26,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,NetCredit,14594,17,1,,0
2026-01-26,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,others,14594,232,50,15.727500000000001,3
2026-01-26,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,Lending For Bad Credit,14594,6,1,1.04625,1
2026-01-26,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,NetCredit,14594,5,3,,0
2026-01-26,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,OppLoans,14594,41,30,,0
2026-01-26,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,Lending For Bad Credit,14594,135,75,111.57074999999999,67
2026-01-26,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,Instacash,14594,50,16,70.875,19
2026-01-26,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,Debt Advisor,14594,153,34,53.31,28
2026-01-26,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,Debt Advisor,14594,3900,187,256.7699999999999,143
2026-01-26,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,Lending For Bad Credit,14594,4133,999,1336.8870000000004,784
2026-01-26,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,5KFunds,14594,3573,774,824.0917499999997,601
2026-01-26,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,OppLoans,14594,1542,785,165.0,1
2026-01-26,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,NetCredit,14594,149,61,366.3432,2
2026-01-26,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,Instacash,14594,1353,411,1051.875,375
2026-01-26,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,others,14594,9849,1944,2387.7106627499998,337
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,others,14594,608,113,97.020705,26
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,5KFunds,14594,241,48,72.77850000000002,50
2026-01-26,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,OppLoans,14594,96,34,165.0,1
2026-01-26,NS1/3 & all CS,Enrolled,3. M3,4. DASHBOARD,OppLoans,6450,31,19,165.0,1
2026-01-26,NS1/3 & all CS,Enrolled,3. M3,4. DASHBOARD,NetCredit,6450,8,3,,0
2026-01-26,NS1/3 & all CS,Enrolled,3. M3,4. DASHBOARD,others,6450,205,41,14.733000000000002,4
2026-01-26,NS1/3 & all CS,Enrolled,3. M3,4. DASHBOARD,Instacash,6450,5,1,,0
2026-01-26,NS1/3 & all CS,Enrolled,3. M3,4. DASHBOARD,Lending For Bad Credit,6450,4,1,1.81575,1
2026-01-26,NS1/3 & all CS,Enrolled,3. M3,4. DASHBOARD,5KFunds,6450,160,56,33.07500000000001,30
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Debt Advisor,6450,299,29,47.01,27
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,others,6450,829,140,745.7597399999999,35
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Lending For Bad Credit,6450,263,45,53.412749999999996,40
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,OppLoans,6450,359,77,495.0,3
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,NetCredit,6450,83,11,130.5,1
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Instacash,6450,83,16,25.125,15
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,5KFunds,6450,256,80,111.07274999999996,66
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,Instacash,6450,29,5,39.375,7
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,others,6450,323,56,668.0724,15
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,5KFunds,6450,93,20,17.840249999999997,14
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,Lending For Bad Credit,6450,79,14,16.355249999999998,13
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,OppLoans,6450,201,27,165.0,1
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,NetCredit,6450,42,11,93.75,1
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,Debt Advisor,6450,100,16,31.499999999999996,15
2026-01-26,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,Instacash,6450,1,0,,0
2026-01-26,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,Debt Advisor,6450,14,1,2.775,1
2026-01-26,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,Lending For Bad Credit,6450,3,0,,0
2026-01-26,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,OppLoans,6450,107,12,,0
2026-01-26,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,5KFunds,6450,72,23,20.877750000000006,17
2026-01-26,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,NetCredit,6450,26,3,184.5,1
2026-01-26,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,others,6450,140,26,17.2125,2
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,others,6450,185,52,463.03649999999993,20
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,Debt Advisor,6450,92,17,28.860000000000003,16
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,Lending For Bad Credit,6450,82,41,78.97499999999997,40
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,Instacash,6450,30,9,16.875,9
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,OppLoans,6450,47,29,165.0,1
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,5KFunds,6450,57,29,29.31525,26
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,NetCredit,6450,14,5,184.5,1
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,OppLoans,6450,10,5,167.25,1
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,NetCredit,6450,3,2,,0
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,Lending For Bad Credit,6450,22,11,29.067,13
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,Debt Advisor,6450,28,3,6.3,3
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,others,6450,63,14,17.2125,2
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,5KFunds,6450,30,21,20.405250000000002,17
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,Instacash,6450,5,0,,0
2026-01-26,NS1/3 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,Debt Advisor,6450,1,0,,0
2026-01-26,NS1/3 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,5KFunds,6450,3,3,,0
2026-01-26,NS1/3 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,others,6450,5,2,,0
2026-01-26,NS1/3 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,OppLoans,6450,1,1,,0
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,7. LOAN_AGENT,others,6450,1,0,,0
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,,OppLoans,6450,0,0,181.8432,1
2026-01-26,NS1/3 & all CS,Not Enrolled,1. W1,,Debt Advisor,6450,0,0,15.0,1
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,,Instacash,6450,0,0,15.0,1
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,,Lending For Bad Credit,6450,0,0,15.0,1
2026-01-26,NS1/3 & all CS,Not Enrolled,1. W1,,5KFunds,6450,0,0,15.0,1
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,,NetCredit,6450,0,0,,0
2026-01-26,NS1/3 & all CS,Not Enrolled,1. W1,,OppLoans,6450,0,0,,0
2026-01-26,NS1/3 & all CS,Not Enrolled,1. W1,,others,6450,0,0,438.75,4
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,,5KFunds,6450,0,0,,0
2026-01-26,NS1/3 & all CS,Not Enrolled,1. W1,,Lending For Bad Credit,6450,0,0,,0
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,,others,6450,0,0,69.054,2
2026-01-26,NS1/3 & all CS,Not Enrolled,1. W1,,NetCredit,6450,0,0,181.8432,1
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,,Debt Advisor,6450,0,0,,0
2026-01-26,NS1/3 & all CS,Not Enrolled,1. W1,,Instacash,6450,0,0,15.0,1
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,Debt Advisor,6450,1615,70,120.28499999999998,47
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,NetCredit,6450,158,42,366.3432,2
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,OppLoans,6450,968,291,537.1875,4
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,5KFunds,6450,1470,272,266.9895,194
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,others,6450,4016,536,1126.0895400000006,109
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,Lending For Bad Credit,6450,1453,314,413.4945,243
2026-01-26,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,Instacash,6450,405,75,207.75,67
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,NetCredit,6450,7,2,,0
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,Lending For Bad Credit,6450,88,12,31.023000000000003,13
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,others,6450,295,30,30.270164999999995,6
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,Debt Advisor,6450,108,6,13.200000000000001,6
2026-01-26,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,OppLoans,6450,53,14,,0
