feo_cohort,segment,enrol_status,click_cohort,imp_source,unified_Lender,enrols,impression_count,click_count,payout,conversion_count
2026-01-12,NS2 & all CS,Not Enrolled,1. W1,,Instacash,15879,0,0,30.0,2
2026-01-12,NS2 & all CS,Enrolled,1. W1,,Lending For Bad Credit,15879,0,0,,0
2026-01-12,NS2 & all CS,Enrolled,1. W1,,NetCredit,15879,0,0,,0
2026-01-12,NS2 & all CS,Enrolled,1. W1,,Debt Advisor,15879,0,0,,0
2026-01-12,NS2 & all CS,Not Enrolled,1. W1,,others,15879,0,0,469.344,7
2026-01-12,NS2 & all CS,Not Enrolled,1. W1,,Debt Advisor,15879,0,0,15.0,1
2026-01-12,NS2 & all CS,Not Enrolled,1. W1,,OppLoans,15879,0,0,167.25,1
2026-01-12,NS2 & all CS,Enrolled,1. W1,,5KFunds,15879,0,0,,0
2026-01-12,NS2 & all CS,Not Enrolled,1. W1,,Lending For Bad Credit,15879,0,0,,0
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,OppLoans,15879,122,42,,0
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,others,15879,670,113,105.60055499999997,14
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,5KFunds,15879,279,49,58.456500000000005,45
2026-01-12,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,Lending For Bad Credit,15879,49,13,15.120000000000001,13
2026-01-12,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,Debt Advisor,15879,61,4,6.75,4
2026-01-12,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,5KFunds,15879,135,29,22.63275,20
2026-01-12,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,NetCredit,15879,4,2,,0
2026-01-12,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,Instacash,15879,6,1,1.875,1
2026-01-12,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,OppLoans,15879,38,16,,0
2026-01-12,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,others,15879,224,44,23.317664999999998,2
2026-01-12,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Debt Advisor,15879,88,1,1.5375,1
2026-01-12,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,5KFunds,15879,70,7,9.65925,7
2026-01-12,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Instacash,15879,33,7,28.125,8
2026-01-12,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,others,15879,1212,42,105.49831499999999,23
2026-01-12,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Lending For Bad Credit,15879,69,5,5.933249999999999,5
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,5KFunds,15879,8,1,1.03275,1
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,Lending For Bad Credit,15879,4,1,1.81575,1
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,others,15879,113,4,,0
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,Instacash,15879,5,0,,0
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,Debt Advisor,15879,8,0,,0
2026-01-12,NS2 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,5KFunds,15879,7,3,3.70575,3
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,NetCredit,7025,10,3,,0
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,OppLoans,7025,58,25,,0
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,5KFunds,7025,103,32,34.66575,33
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,Instacash,7025,11,5,38.625,7
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,Lending For Bad Credit,7025,82,19,45.105,22
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,others,7025,227,38,286.8135,11
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,4. DASHBOARD,Instacash,7025,6,3,3.0,2
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,4. DASHBOARD,5KFunds,7025,115,30,30.9555,26
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,4. DASHBOARD,others,7025,167,32,26.28,4
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,4. DASHBOARD,Lending For Bad Credit,7025,19,6,5.3999999999999995,6
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,4. DASHBOARD,Debt Advisor,7025,44,8,7.267499999999999,6
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,4. DASHBOARD,NetCredit,7025,7,5,,0
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,4. DASHBOARD,OppLoans,7025,29,11,,0
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,OppLoans,7025,269,60,501.75,3
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Debt Advisor,7025,329,37,73.76249999999999,31
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,others,7025,835,125,664.8825749999999,35
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Lending For Bad Credit,7025,298,69,128.90475,59
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,NetCredit,7025,51,9,,0
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,5KFunds,7025,326,97,82.93724999999998,76
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Instacash,7025,95,27,119.94075,32
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,Debt Advisor,7025,123,13,35.1825,14
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,NetCredit,7025,31,10,,0
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,Instacash,7025,25,4,37.5,6
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,others,7025,349,64,69.45750000000001,13
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,5KFunds,7025,125,36,36.22725000000001,31
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,Lending For Bad Credit,7025,114,19,22.335749999999997,18
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,OppLoans,7025,155,32,,0
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,Lending For Bad Credit,7025,15,3,7.074,3
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,5KFunds,7025,76,23,22.092750000000002,20
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,NetCredit,7025,22,5,,0
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,Instacash,7025,2,0,,0
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,others,7025,154,26,123.75,3
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,Debt Advisor,7025,22,1,1.4625,1
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,OppLoans,7025,99,12,,0
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,5KFunds,7025,54,33,22.923000000000002,22
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,Debt Advisor,7025,64,20,39.3675,19
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,NetCredit,7025,17,8,,0
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,Instacash,7025,10,1,1.875,1
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,Lending For Bad Credit,7025,46,22,26.4735,18
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,OppLoans,7025,36,20,,0
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,others,7025,144,59,219.85425,17
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,Debt Advisor,7025,19,5,8.07,5
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,5KFunds,7025,18,10,11.34,11
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,others,7025,50,12,25.814205,4
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,NetCredit,7025,8,7,,0
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,Lending For Bad Credit,7025,20,8,11.171249999999999,8
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,Instacash,7025,6,1,1.875,1
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,OppLoans,7025,16,10,,0
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,5KFunds,7025,11,7,5.1232500000000005,5
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,Debt Advisor,7025,5,2,3.15,2
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,Lending For Bad Credit,7025,6,2,1.11375,1
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,OppLoans,7025,6,2,,0
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,others,7025,22,8,,0
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,7. LOAN_AGENT,others,7025,1,1,,0
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,7. LOAN_AGENT,others,7025,1,0,,0
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,,Debt Advisor,7025,0,0,,0
2026-01-12,NS1/3 & all CS,Not Enrolled,1. W1,,NetCredit,7025,0,0,,0
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,,others,7025,0,0,196.8432,2
2026-01-12,NS1/3 & all CS,Not Enrolled,1. W1,,Instacash,7025,0,0,15.0,1
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,,Instacash,7025,0,0,,0
2026-01-12,NS1/3 & all CS,Not Enrolled,1. W1,,Lending For Bad Credit,7025,0,0,,0
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,,OppLoans,7025,0,0,,0
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,,NetCredit,7025,0,0,,0
2026-01-12,NS1/3 & all CS,Not Enrolled,1. W1,,others,7025,0,0,771.858,6
2026-01-12,NS1/3 & all CS,Not Enrolled,1. W1,,5KFunds,7025,0,0,15.0,1
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,,Lending For Bad Credit,7025,0,0,,0
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,,5KFunds,7025,0,0,,0
2026-01-12,NS1/3 & all CS,Not Enrolled,1. W1,,OppLoans,7025,0,0,351.75,2
2026-01-12,NS1/3 & all CS,Not Enrolled,1. W1,,Debt Advisor,7025,0,0,,0
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,Lending For Bad Credit,7025,1652,314,368.67975000000007,248
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,5KFunds,7025,1680,331,285.68025000000006,219
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,Debt Advisor,7025,1759,85,107.20499999999997,60
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,OppLoans,7025,879,340,1001.25,6
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,Instacash,7025,410,87,291.0,82
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,NetCredit,7025,137,24,553.5,3
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,others,7025,4244,536,1838.3108025000004,100
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,others,7025,337,35,37.6155,5
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,5KFunds,7025,155,24,16.1595,16
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,NetCredit,7025,11,2,,0
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,Lending For Bad Credit,7025,99,14,16.07175,12
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,OppLoans,7025,53,17,,0
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,Instacash,7025,35,5,6.0,4
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,Debt Advisor,7025,122,3,20.025,4
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,1. FUNNEL,5KFunds,7025,59,17,13.891499999999999,12
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,1. FUNNEL,NetCredit,7025,7,3,,0
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,1. FUNNEL,OppLoans,7025,18,5,167.25,1
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,1. FUNNEL,Debt Advisor,7025,21,0,,0
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,1. FUNNEL,others,7025,98,20,29.662664999999997,3
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,1. FUNNEL,Lending For Bad Credit,7025,14,2,1.4579999999999997,2
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,5KFunds,7025,47,0,,0
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Instacash,7025,34,2,18.75,3
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Lending For Bad Credit,7025,56,6,6.54075,4
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,others,7025,867,24,105.28575000000001,10
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Debt Advisor,7025,85,3,1.5375,1
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,others,7025,57,1,,0
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,Lending For Bad Credit,7025,2,0,,0
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,Debt Advisor,7025,5,0,,0
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,5KFunds,7025,3,0,,0
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,Instacash,7025,2,0,,0
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,Instacash,7025,1,0,,0
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,5KFunds,7025,2,1,1.64025,1
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,Lending For Bad Credit,7025,1,0,,0
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,Debt Advisor,7025,1,0,,0
2026-01-12,NS1/3 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,others,7025,20,0,,0
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,Lending For Bad Credit,7025,243,66,231.59024999999997,60
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,Instacash,7025,74,12,49.875,13
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,5KFunds,7025,256,73,70.50375000000004,58
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,NetCredit,7025,29,11,184.5,1
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,Debt Advisor,7025,276,31,53.0475,26
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,others,7025,615,106,152.546385,27
2026-01-12,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,OppLoans,7025,125,46,187.5,1
2026-01-12,NS1/3 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,Debt Advisor,7025,91,11,15.899999999999999,9
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,others,16186,466,79,75.958485,15
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,OppLoans,16186,69,38,167.25,1
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,5KFunds,16186,227,58,58.96125000000001,52
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,Instacash,16186,59,13,51.375,15
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,NetCredit,16186,5,2,,0
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,Debt Advisor,16186,173,21,37.89,20
2026-01-05,NS2 & all CS,Enrolled,3. M3,4. DASHBOARD,Lending For Bad Credit,16186,99,17,22.261500000000005,16
2026-01-05,NS2 & all CS,Enrolled,3. M3,4. DASHBOARD,others,16186,385,91,172.615665,8
2026-01-05,NS2 & all CS,Enrolled,3. M3,4. DASHBOARD,Debt Advisor,16186,129,14,13.4625,9
2026-01-05,NS2 & all CS,Enrolled,3. M3,4. DASHBOARD,5KFunds,16186,221,74,78.27299999999998,59
2026-01-05,NS2 & all CS,Enrolled,3. M3,4. DASHBOARD,OppLoans,16186,38,25,,0
2026-01-05,NS2 & all CS,Enrolled,3. M3,4. DASHBOARD,Instacash,16186,1,1,1.125,1
2026-01-05,NS2 & all CS,Enrolled,3. M3,4. DASHBOARD,NetCredit,16186,6,4,,0
2026-01-05,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Lending For Bad Credit,16186,753,194,281.22824999999995,182
2026-01-05,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,others,16186,1878,346,465.99767999999995,78
2026-01-05,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Instacash,16186,270,65,181.125,69
2026-01-05,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,NetCredit,16186,37,10,,0
2026-01-05,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,5KFunds,16186,748,218,218.38275000000002,180
2026-01-05,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Debt Advisor,16186,757,98,184.1175,91
2026-01-05,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,OppLoans,16186,400,123,,0
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,Instacash,16186,68,10,45.0,10
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,NetCredit,16186,21,8,369.0,2
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,others,16186,610,129,124.03983,25
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,Lending For Bad Credit,16186,225,42,47.82374999999999,38
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,OppLoans,16186,204,55,,0
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,Debt Advisor,16186,226,18,45.36,19
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,5KFunds,16186,273,71,69.23475000000002,58
2026-01-05,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,5KFunds,16186,162,44,41.10750000000001,31
2026-01-05,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,NetCredit,16186,18,4,,0
2026-01-05,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,OppLoans,16186,172,33,,0
2026-01-05,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,Instacash,16186,2,1,1.875,1
2026-01-05,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,Lending For Bad Credit,16186,65,20,27.10125,17
2026-01-05,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,Debt Advisor,16186,92,9,8.4,6
2026-01-05,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,others,16186,317,67,78.36,8
2026-01-05,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,NetCredit,16186,6,6,,0
2026-01-05,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,Lending For Bad Credit,16186,158,79,86.20424999999997,65
2026-01-05,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,Debt Advisor,16186,181,38,55.80750000000001,34
2026-01-05,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,others,16186,372,114,152.55554999999998,30
2026-01-05,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,Instacash,16186,60,18,103.125,22
2026-01-05,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,5KFunds,16186,123,71,69.32250000000003,61
2026-01-05,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,OppLoans,16186,39,27,,0
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,Instacash,16186,6,1,1.125,1
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,5KFunds,16186,22,14,14.836500000000001,13
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,Lending For Bad Credit,16186,37,17,26.811000000000003,19
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,OppLoans,16186,12,7,,0
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,Debt Advisor,16186,33,8,10.5825,8
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,NetCredit,16186,3,3,,0
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,others,16186,83,26,52.236000000000004,13
2026-01-05,NS2 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,Lending For Bad Credit,16186,13,7,12.6765,8
2026-01-05,NS2 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,OppLoans,16186,3,3,,0
2026-01-05,NS2 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,Debt Advisor,16186,10,0,,0
2026-01-05,NS2 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,NetCredit,16186,1,0,,0
2026-01-05,NS2 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,others,16186,47,16,20.483999999999998,6
2026-01-05,NS2 & all CS,Enrolled,3. M3,6. AI_ASSISTANT,5KFunds,16186,19,15,12.22425,12
2026-01-05,NS2 & all CS,Enrolled,1. W1,7. LOAN_AGENT,others,16186,4,1,,0
2026-01-05,NS2 & all CS,Not Enrolled,1. W1,,Instacash,16186,0,0,15.0,1
2026-01-05,NS2 & all CS,Not Enrolled,1. W1,,Lending For Bad Credit,16186,0,0,30.0,2
2026-01-05,NS2 & all CS,Enrolled,1. W1,,Debt Advisor,16186,0,0,,0
2026-01-05,NS2 & all CS,Enrolled,1. W1,,others,16186,0,0,71.25,2
2026-01-05,NS2 & all CS,Enrolled,1. W1,,Lending For Bad Credit,16186,0,0,,0
2026-01-05,NS2 & all CS,Enrolled,1. W1,,NetCredit,16186,0,0,,0
2026-01-05,NS2 & all CS,Not Enrolled,1. W1,,others,16186,0,0,45.0,3
2026-01-05,NS2 & all CS,Enrolled,1. W1,,Instacash,16186,0,0,,0
2026-01-05,NS2 & all CS,Enrolled,1. W1,,OppLoans,16186,0,0,,0
2026-01-05,NS2 & all CS,Not Enrolled,1. W1,,NetCredit,16186,0,0,165.75,1
2026-01-05,NS2 & all CS,Not Enrolled,1. W1,,Debt Advisor,16186,0,0,,0
2026-01-05,NS2 & all CS,Not Enrolled,1. W1,,OppLoans,16186,0,0,305.1970875,1
2026-01-05,NS2 & all CS,Not Enrolled,1. W1,,5KFunds,16186,0,0,15.0,1
2026-01-05,NS2 & all CS,Enrolled,1. W1,,5KFunds,16186,0,0,,0
2026-01-05,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,OppLoans,16186,1497,814,,0
2026-01-05,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,Lending For Bad Credit,16186,4625,1174,1300.0019999999993,870
2026-01-05,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,Instacash,16186,1624,466,1059.75,377
2026-01-05,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,NetCredit,16186,112,41,,0
2026-01-05,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,Debt Advisor,16186,4496,287,360.69000000000005,191
2026-01-05,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,5KFunds,16186,4364,970,812.163,664
2026-01-05,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,others,16186,10856,1946,2072.657259750001,283
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,others,16186,656,121,87.704085,18
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,5KFunds,16186,302,60,59.79825000000003,51
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,Debt Advisor,16186,275,20,25.8675,15
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,OppLoans,16186,103,42,,0
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,Lending For Bad Credit,16186,255,54,76.209,43
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,Instacash,16186,93,22,76.5,23
2026-01-05,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,NetCredit,16186,18,7,,0
2026-01-05,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,Debt Advisor,16186,113,9,7.9125,5
2026-01-05,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,Instacash,16186,6,3,4.875,3
2026-01-05,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,5KFunds,16186,177,60,45.69750000000001,40
2026-01-05,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,Lending For Bad Credit,16186,90,22,28.15425,19
2026-01-05,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,NetCredit,16186,2,2,,0
2026-01-05,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,others,16186,317,61,86.85057975,6
2026-01-05,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,OppLoans,16186,33,15,,0
2026-01-05,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,others,16186,1427,47,55.190205000000006,13
2026-01-05,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,5KFunds,16186,81,7,11.48175,7
2026-01-05,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Instacash,16186,38,11,35.625,12
2026-01-05,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Debt Advisor,16186,86,2,7.9875,2
2026-01-05,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Lending For Bad Credit,16186,54,3,5.56875,3
